Group,Gal,ID,ra,dec,CHI2NU,XC_g,e_XC_g,YC_g,e_YC_g,RE_g,e_RE_g,MAG_g,e_MAG_g,n_g,e_n_g,AR_g,e_AR_g,PA_g,e_PA_g,XC_r,e_XC_r,YC_r,e_YC_r,RE_r,e_RE_r,MAG_r,e_MAG_r,n_r,e_n_r,AR_r,e_AR_r,PA_r,e_PA_r,XC_i,e_XC_i,YC_i,e_YC_i,RE_i,e_RE_i,MAG_i,e_MAG_i,n_i,e_n_i,AR_i,e_AR_i,PA_i,e_PA_i,XC_z,e_XC_z,YC_z,e_YC_z,RE_z,e_RE_z,MAG_z,e_MAG_z,n_z,e_n_z,AR_z,e_AR_z,PA_z,e_PA_z
172,3,8438,232.783060771137,3.827491589859414,1.07773116072722,507.8609,0.0009,631.8733,0.0004,26.0760,0.0280,17.2076,163.9479,0.7905,0.0015,0.8327,0.0006,77.7464,0.1719,507.8609,0.0009,631.8733,0.0004,35.4200,0.0533,16.4661,101.3555,1.5867,0.0020,0.8327,0.0006,77.7464,0.1719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,507.8609,0.0009,631.8733,0.0004,53.9865,0.1666,*51.2940*,*0.0000*,3.1687,0.0071,0.8327,0.0006,77.7464,0.1719
172,1,8283,232.7800813044629,3.828208841969383,1.07773116072722,700.0836,0.3821,665.9624,0.0988,*0.0200*,*142.1025*,29.6032,2825.4434,1.8756,2.7339,0.2556,0.0005,-80.1706,0.0434,700.0836,0.3821,665.9624,0.0988,63.9497,94.5288,23.4432,1.6196,1.2808,1.8186,0.2556,0.0005,-80.1706,0.0434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,700.0836,0.3821,665.9624,0.0988,190.9777,0.4110,15.4962,0.0037,0.0990,0.0015,0.2556,0.0005,-80.1706,0.0434
172,4,9233,232.798412487144,3.826043120528231,1.07773116072722,760.8784,0.0042,796.8559,0.0044,469.8744,34.1940,17.2866,0.0232,*19.9999*,*0.2901*,0.8055,0.0029,27.1422,0.4682,760.8784,0.0042,796.8559,0.0044,316.8353,22.8578,16.6878,0.0257,*16.5681*,*0.2358*,0.8055,0.0029,27.1422,0.4682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,760.8784,0.0042,796.8559,0.0044,12.7473,0.5936,17.8110,0.0176,9.7492,0.2138,0.8055,0.0029,27.1422,0.4682
172,2,8272,232.7799839346584,3.838071122831291,1.07773116072722,794.7534,0.1328,686.7187,0.0957,3437.1249,1814.2706,14.0887,0.8501,*19.9977*,*3.1444*,0.6235,0.0018,-67.3327,0.1923,794.7534,0.1328,686.7187,0.0957,2286.4331,66912.0810,19.1313,53.0437,*13.8169*,*132.0745*,0.6235,0.0018,-67.3327,0.1923,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,794.7534,0.1328,686.7187,0.0957,*0.0139*,*197702.5593*,23.4177,13919.5303,1.5355,391.0561,0.6235,0.0018,-67.3327,0.1923
178,4,3136,241.1895838811569,26.62182389863917,0.428596889955648,930.0968,0.0057,783.4068,0.0046,10.3096,0.0343,18.3494,0.0023,1.9459,0.0096,0.2874,0.0007,52.0638,0.0567,930.0968,0.0057,783.4068,0.0046,9.9951,0.0260,17.9507,0.0020,1.9401,0.0072,0.2874,0.0007,52.0638,0.0567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,930.0968,0.0057,783.4068,0.0046,9.3704,0.0568,17.6152,0.0043,1.9286,0.0152,0.2874,0.0007,52.0638,0.0567
178,1,3829,241.1470961474443,26.63069236201361,0.428596889955648,615.2523,0.0075,719.0745,0.0071,11.5577,0.0193,18.2153,0.0017,0.6549,0.0024,0.7468,0.0008,-46.6823,0.1843,615.2523,0.0075,719.0745,0.0071,11.4150,0.0175,17.7385,0.0016,0.8137,0.0021,0.7468,0.0008,-46.6823,0.1843,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,615.2523,0.0075,719.0745,0.0071,11.1317,0.0433,17.3676,0.0035,1.1294,0.0060,0.7468,0.0008,-46.6823,0.1843
178,3,4322,241.1727961533396,26.62605726066442,0.428596889955648,409.5228,0.0019,661.1876,0.0020,7.3875,0.0061,17.6841,0.0008,0.8603,0.0018,0.7074,0.0004,44.4966,0.0753,409.5228,0.0019,661.1876,0.0020,7.2516,0.0046,16.9660,0.0005,1.0715,0.0013,0.7074,0.0004,44.4966,0.0753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,409.5228,0.0019,661.1876,0.0020,6.9815,0.0101,16.3760,0.0011,1.4913,0.0031,0.7074,0.0004,44.4966,0.0753
178,2,2510,241.1583836351159,26.61643875074898,0.428596889955648,792.8059,0.0018,586.9808,0.0020,12.2111,0.0302,17.2073,0.0016,2.8314,0.0080,0.8771,0.0008,-25.6759,0.2313,792.8059,0.0018,586.9808,0.0020,11.4408,0.0184,16.4833,0.0010,3.2811,0.0051,0.8771,0.0008,-25.6759,0.2313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,792.8059,0.0018,586.9808,0.0020,9.9101,0.0437,16.0127,0.0024,4.1747,0.0141,0.8771,0.0008,-25.6759,0.2313
181,2,5108,245.8169569184535,15.81734225188258,0.52331487303569,673.0584,0.0051,444.9936,0.0096,21.4681,0.0202,17.4820,0.0011,0.4248,0.0019,0.1660,0.0002,-28.1933,0.0122,673.0584,0.0051,444.9936,0.0096,21.5690,0.0190,17.0628,0.0010,0.5960,0.0015,0.1660,0.0002,-28.1933,0.0122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,673.0584,0.0051,444.9936,0.0096,21.7694,0.0512,16.7669,0.0020,0.9361,0.0046,0.1660,0.0002,-28.1933,0.0122
181,1,5024,245.8137791633442,15.80897573538935,0.52331487303569,688.8864,0.0080,866.2487,0.0107,18.3249,0.0461,17.4592,0.0021,1.2590,0.0042,0.5097,0.0005,-35.2835,0.0841,688.8864,0.0080,866.2487,0.0107,18.4111,0.0408,17.1572,0.0020,1.2871,0.0034,0.5097,0.0005,-35.2835,0.0841,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,688.8864,0.0080,866.2487,0.0107,18.5825,0.1121,17.0509,0.0053,1.3428,0.0094,0.5097,0.0005,-35.2835,0.0841
181,4,5155,245.8183717226381,15.78644408171556,0.52331487303569,732.7788,0.0064,753.9603,0.0046,16.0652,0.0159,16.6876,0.0009,0.8558,0.0015,0.6919,0.0004,-62.5865,0.0763,732.7788,0.0064,753.9603,0.0046,15.8649,0.0148,16.3645,0.0009,0.9874,0.0013,0.6919,0.0004,-62.5865,0.0763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,732.7788,0.0064,753.9603,0.0046,15.4670,0.0391,16.1946,0.0022,1.2488,0.0038,0.6919,0.0004,-62.5865,0.0763
181,3,5162,245.818576315768,15.8048326505162,0.52331487303569,661.9888,0.0070,676.7877,0.0078,19.2369,0.0552,17.4940,0.0022,1.6335,0.0062,0.3287,0.0004,-42.1606,0.0462,661.9888,0.0070,676.7877,0.0078,18.4112,0.0431,17.1826,0.0019,1.6958,0.0049,0.3287,0.0004,-42.1606,0.0462,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,661.9888,0.0070,676.7877,0.0078,16.7706,0.1080,17.0180,0.0050,1.8197,0.0128,0.3287,0.0004,-42.1606,0.0462
183,4,5273,261.6765263139534,32.20937913177914,0.461407169065295,810.9337,0.0043,676.5861,0.0076,*0.1104*,*0.0233*,17.8686,0.0091,2.6599,0.6613,0.5612,0.0176,-79.7101,1.4180,810.9337,0.0043,676.5861,0.0076,*0.1152*,*0.0178*,17.5629,0.0128,4.7671,0.5433,0.5612,0.0176,-79.7101,1.4180,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,810.9337,0.0043,676.5861,0.0076,*0.1247*,*0.0126*,17.5201,0.0168,8.9541,0.6793,0.5612,0.0176,-79.7101,1.4180
183,2,4591,261.6463528269423,32.22306172864809,0.461407169065295,534.5806,0.0078,630.3497,0.0061,14.0826,0.0157,17.5285,0.0010,0.7949,0.0017,0.7365,0.0005,88.4076,0.1136,534.5806,0.0078,630.3497,0.0061,14.0236,0.0154,17.0536,0.0011,0.9157,0.0016,0.7365,0.0005,88.4076,0.1136,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,534.5806,0.0078,630.3497,0.0061,13.9063,0.0387,16.7561,0.0025,1.1559,0.0043,0.7365,0.0005,88.4076,0.1136
183,1,4308,261.6346386879497,32.24287109186493,0.461407169065295,460.1704,0.0044,488.5679,0.0049,9.1741,0.0256,17.9762,0.0021,1.8864,0.0078,0.8232,0.0015,-25.2232,0.3120,460.1704,0.0044,488.5679,0.0049,8.1754,0.0182,17.4645,0.0015,1.8150,0.0047,0.8232,0.0015,-25.2232,0.3120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,460.1704,0.0044,488.5679,0.0049,6.1911,0.0288,17.1871,0.0034,1.6732,0.0116,0.8232,0.0015,-25.2232,0.3120
183,3,5127,261.6701300192941,32.21969298931351,0.461407169065295,946.8748,0.0090,948.9650,0.0096,24.3589,0.0761,17.4583,0.0026,1.5773,0.0055,0.9242,0.0012,-13.5504,0.6825,946.8748,0.0090,948.9650,0.0096,23.9600,0.0637,16.9295,0.0022,1.8626,0.0047,0.9242,0.0012,-13.5504,0.6825,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,946.8748,0.0090,948.9650,0.0096,23.1674,0.1705,16.6065,0.0053,2.4296,0.0134,0.9242,0.0012,-13.5504,0.6825
184,3,5832,303.7501424873585,-66.27962627896972,0.511242041219358,649.1590,0.0041,770.9164,0.0062,19.9598,0.0191,17.6023,0.0009,0.7037,0.0022,0.2063,0.0002,33.0351,0.0124,649.1590,0.0041,770.9164,0.0062,18.8905,0.0125,16.9002,0.0006,0.7468,0.0014,0.2063,0.0002,33.0351,0.0124,649.1590,0.0041,770.9164,0.0062,17.8702,0.0133,16.6170,0.0006,0.7879,0.0016,0.2063,0.0002,33.0351,0.0124,649.1590,0.0041,770.9164,0.0062,16.7658,0.0211,16.3895,0.0010,0.8324,0.0026,0.2063,0.0002,33.0351,0.0124
184,1,5442,303.7257399141133,-66.28847805085931,0.511242041219358,701.8532,0.0053,659.6529,0.0036,23.4855,0.1464,17.4194,0.0037,3.6780,0.0169,0.4494,0.0006,73.3094,0.0643,701.8532,0.0053,659.6529,0.0036,23.1415,0.0857,17.1422,0.0023,3.4855,0.0096,0.4494,0.0006,73.3094,0.0643,701.8532,0.0053,659.6529,0.0036,22.8132,0.1307,17.0959,0.0038,3.3018,0.0137,0.4494,0.0006,73.3094,0.0643,701.8532,0.0053,659.6529,0.0036,22.4579,0.2307,16.9719,0.0067,3.1029,0.0245,0.4494,0.0006,73.3094,0.0643
184,2,5682,303.7409394967094,-66.28750693766472,0.511242041219358,605.9755,0.0017,667.8357,0.0013,3.7449,0.0042,17.7110,0.0006,1.3242,0.0069,0.5555,0.0008,-66.1668,0.0724,605.9755,0.0017,667.8357,0.0013,3.6092,0.0026,17.3781,0.0005,1.5137,0.0045,0.5555,0.0008,-66.1668,0.0724,605.9755,0.0017,667.8357,0.0013,3.4797,0.0036,17.3446,0.0007,1.6946,0.0071,0.5555,0.0008,-66.1668,0.0724,605.9755,0.0017,667.8357,0.0013,3.3396,0.0061,17.1628,0.0011,1.8904,0.0120,0.5555,0.0008,-66.1668,0.0724
184,4,5945,303.7582529436373,-66.28690988680337,0.511242041219358,784.4730,0.0033,644.7856,0.0028,9.2680,0.0125,17.5831,0.0011,1.1996,0.0028,0.7985,0.0006,-53.8634,0.1468,784.4730,0.0033,644.7856,0.0028,9.4064,0.0081,17.1454,0.0008,1.2211,0.0018,0.7985,0.0006,-53.8634,0.1468,784.4730,0.0033,644.7856,0.0028,9.5385,0.0124,16.9867,0.0012,1.2417,0.0025,0.7985,0.0006,-53.8634,0.1468,784.4730,0.0033,644.7856,0.0028,9.6815,0.0211,16.8419,0.0020,1.2640,0.0043,0.7985,0.0006,-53.8634,0.1468
185,3,8884,312.5027975457372,-48.91636992468332,0.780178709313366,797.6383,0.0043,806.7985,0.0028,9.9522,0.0084,17.6902,0.0008,0.5376,0.0021,0.3975,0.0003,-56.6021,0.0299,797.6383,0.0043,806.7985,0.0028,9.7578,0.0059,17.2115,0.0007,0.6956,0.0011,0.3975,0.0003,-56.6021,0.0299,797.6383,0.0043,806.7985,0.0028,9.5724,0.0096,16.8672,0.0011,0.8463,0.0021,0.3975,0.0003,-56.6021,0.0299,797.6383,0.0043,806.7985,0.0028,9.3716,0.0158,16.7493,0.0016,1.0095,0.0039,0.3975,0.0003,-56.6021,0.0299
185,4,9073,312.5096419987884,-48.89807021969206,0.780178709313366,478.3557,0.0052,782.8407,0.0061,8.3385,0.0293,18.2425,0.0025,1.5020,0.0082,0.7929,0.0014,-3.1777,0.2901,478.3557,0.0052,782.8407,0.0061,8.8669,0.0272,17.7767,0.0023,1.8135,0.0068,0.7929,0.0014,-3.1777,0.2901,478.3557,0.0052,782.8407,0.0061,9.3711,0.0508,17.5006,0.0039,2.1107,0.0122,0.7929,0.0014,-3.1777,0.2901,478.3557,0.0052,782.8407,0.0061,9.9168,0.0820,17.3970,0.0059,2.4324,0.0198,0.7929,0.0014,-3.1777,0.2901
185,2,8183,312.4743758264021,-48.89632833344687,0.780178709313366,928.8324,0.0031,624.5871,0.0039,16.3301,0.0114,16.8619,0.0006,0.9080,0.0014,0.3327,0.0002,38.8754,0.0157,928.8324,0.0031,624.5871,0.0039,16.7771,0.0094,16.5202,0.0006,0.9950,0.0008,0.3327,0.0002,38.8754,0.0157,928.8324,0.0031,624.5871,0.0039,17.2036,0.0165,16.3993,0.0010,1.0780,0.0015,0.3327,0.0002,38.8754,0.0157,928.8324,0.0031,624.5871,0.0039,17.6653,0.0267,16.2718,0.0014,1.1678,0.0026,0.3327,0.0002,38.8754,0.0157
185,1,7819,312.4597627874764,-48.90955213886949,0.780178709313366,539.7379,0.0068,531.3680,0.0016,32.1126,0.0106,16.3060,0.0003,0.5236,0.0007,0.1451,0.0001,76.5705,0.0038,539.7379,0.0068,531.3680,0.0016,31.4373,0.0076,15.7679,0.0003,0.6267,0.0004,0.1451,0.0001,76.5705,0.0038,539.7379,0.0068,531.3680,0.0016,30.7930,0.0121,15.5662,0.0005,0.7251,0.0007,0.1451,0.0001,76.5705,0.0038,539.7379,0.0068,531.3680,0.0016,30.0955,0.0200,15.3579,0.0006,0.8316,0.0013,0.1451,0.0001,76.5705,0.0038
188,2,2339,314.8554311159941,-60.65726601337487,0.982429657477826,674.5263,0.0044,463.7881,0.0055,12.6667,0.0225,16.3333,0.0013,1.4227,0.0035,0.7450,0.0005,1.3423,0.1163,674.5263,0.0044,463.7881,0.0055,13.2796,0.0153,15.7718,0.0009,1.5540,0.0022,0.7450,0.0005,1.3423,0.1163,674.5263,0.0044,463.7881,0.0055,13.8643,0.0265,15.5580,0.0015,1.6794,0.0034,0.7450,0.0005,1.3423,0.1163,674.5263,0.0044,463.7881,0.0055,14.4973,0.0448,15.3784,0.0024,1.8150,0.0058,0.7450,0.0005,1.3423,0.1163
188,4,2992,314.8858345554447,-60.64890674085644,0.982429657477826,791.6728,0.0016,626.7516,0.0018,26.0321,0.0875,15.1048,0.0018,4.1715,0.0104,0.8884,0.0006,-12.5717,0.1655,791.6728,0.0016,626.7516,0.0018,26.9401,0.0476,14.2854,0.0009,5.0788,0.0057,0.8884,0.0006,-12.5717,0.1655,791.6728,0.0016,626.7516,0.0018,27.8064,0.0807,13.9338,0.0014,5.9445,0.0092,0.8884,0.0006,-12.5717,0.1655,791.6728,0.0016,626.7516,0.0018,28.7443,0.1465,13.7113,0.0023,6.8817,0.0167,0.8884,0.0006,-12.5717,0.1655
188,1,2200,314.848228737484,-60.66764493567462,0.982429657477826,537.9775,0.0015,883.9458,0.0117,*0.4652*,*0.0177*,15.9000,0.0008,0.8745,0.1291,0.1963,0.0979,-73.0408,2.8157,537.9775,0.0015,883.9458,0.0117,*0.3286*,*0.0125*,15.8416,0.0008,1.6494,0.1322,0.1963,0.0979,-73.0408,2.8157,537.9775,0.0015,883.9458,0.0117,*0.1983*,*0.0097*,15.8472,0.0022,2.3888,0.1569,0.1963,0.0979,-73.0408,2.8157,537.9775,0.0015,883.9458,0.0117,*0.0573*,*0.0110*,15.8769,0.0314,3.1892,0.1984,0.1963,0.0979,-73.0408,2.8157
188,3,2567,314.8658029127148,-60.67951356115095,0.982429657477826,742.6735,0.0027,769.1908,0.0024,5.9348,0.0082,16.6128,0.0010,1.4972,0.0047,0.8049,0.0007,68.8715,0.1562,742.6735,0.0027,769.1908,0.0024,6.0803,0.0048,16.0182,0.0007,1.5409,0.0030,0.8049,0.0007,68.8715,0.1562,742.6735,0.0027,769.1908,0.0024,6.2191,0.0073,15.8130,0.0010,1.5826,0.0038,0.8049,0.0007,68.8715,0.1562,742.6735,0.0027,769.1908,0.0024,6.3694,0.0129,15.6290,0.0016,1.6277,0.0063,0.8049,0.0007,68.8715,0.1562
193,3,5442,327.7088866696533,-61.72467840426133,0.553347096977058,713.1793,0.0059,837.2270,0.0080,12.2394,0.0453,18.5522,0.0030,1.4174,0.0071,0.6801,0.0012,18.8114,0.1685,713.1793,0.0059,837.2270,0.0080,11.9476,0.0240,18.2485,0.0018,1.4401,0.0034,0.6801,0.0012,18.8114,0.1685,713.1793,0.0059,837.2270,0.0080,11.6691,0.0373,18.1702,0.0026,1.4617,0.0055,0.6801,0.0012,18.8114,0.1685,713.1793,0.0059,837.2270,0.0080,11.3678,0.0687,18.1329,0.0057,1.4852,0.0106,0.6801,0.0012,18.8114,0.1685
193,4,5471,327.709980066331,-61.74423853155358,0.553347096977058,643.3816,0.0010,645.6335,0.0005,10.1321,0.0040,16.7619,0.0003,1.1557,0.0012,0.4179,0.0001,76.0799,0.0081,643.3816,0.0010,645.6335,0.0005,9.5804,0.0024,16.0059,0.0002,1.1938,0.0007,0.4179,0.0001,76.0799,0.0081,643.3816,0.0010,645.6335,0.0005,9.0540,0.0023,15.7115,0.0002,1.2303,0.0007,0.4179,0.0001,76.0799,0.0081,643.3816,0.0010,645.6335,0.0005,8.4841,0.0039,15.4801,0.0004,1.2697,0.0012,0.4179,0.0001,76.0799,0.0081
193,2,5247,327.6992817943159,-61.73029127171835,0.553347096977058,650.4388,0.0021,914.1596,0.0049,11.3168,0.0226,18.3968,0.0015,1.3084,0.0050,0.2538,0.0003,-10.0611,0.0264,650.4388,0.0021,914.1596,0.0049,11.2374,0.0119,17.9950,0.0009,1.4891,0.0027,0.2538,0.0003,-10.0611,0.0264,650.4388,0.0021,914.1596,0.0049,11.1617,0.0194,17.8225,0.0012,1.6614,0.0042,0.2538,0.0003,-10.0611,0.0264,650.4388,0.0021,914.1596,0.0049,11.0797,0.0356,17.7258,0.0026,1.8480,0.0078,0.2538,0.0003,-10.0611,0.0264
194,3,2697,330.1994831215273,-42.81518002453856,0.572721078645977,590.3147,0.0146,761.7777,0.0282,15.8099,0.0851,19.1813,0.0050,0.9135,0.0089,0.4852,0.0013,12.5398,0.1670,590.3147,0.0146,761.7777,0.0282,14.8580,0.0487,18.7752,0.0030,0.8448,0.0041,0.4852,0.0013,12.5398,0.1670,590.3147,0.0146,761.7777,0.0282,13.9497,0.0693,18.6614,0.0053,0.7793,0.0070,0.4852,0.0013,12.5398,0.1670,590.3147,0.0146,761.7777,0.0282,12.9665,0.1234,18.6370,0.0115,0.7083,0.0135,0.4852,0.0013,12.5398,0.1670
194,2,2132,330.1806055696276,-42.82142188853504,0.572721078645977,904.3909,0.0040,721.8821,0.0027,17.1391,0.0106,17.1783,0.0006,0.7300,0.0014,0.3076,0.0001,-55.9771,0.0123,904.3909,0.0040,721.8821,0.0027,16.8254,0.0058,16.5869,0.0004,0.8305,0.0007,0.3076,0.0001,-55.9771,0.0123,904.3909,0.0040,721.8821,0.0027,16.5261,0.0091,16.3516,0.0006,0.9264,0.0012,0.3076,0.0001,-55.9771,0.0123,904.3909,0.0040,721.8821,0.0027,16.2021,0.0165,16.1775,0.0010,1.0302,0.0022,0.3076,0.0001,-55.9771,0.0123
194,4,3065,330.211453243805,-42.8283383241871,0.572721078645977,779.3072,0.0009,682.1328,0.0011,9.3017,0.0048,16.4888,0.0005,1.0781,0.0014,0.7431,0.0002,-10.6072,0.0377,779.3072,0.0009,682.1328,0.0011,8.6474,0.0025,15.7319,0.0003,1.6650,0.0008,0.7431,0.0002,-10.6072,0.0377,779.3072,0.0009,682.1328,0.0011,8.0231,0.0040,15.4171,0.0004,2.2250,0.0016,0.7431,0.0002,-10.6072,0.0377,779.3072,0.0009,682.1328,0.0011,7.3473,0.0074,15.1671,0.0006,2.8312,0.0028,0.7431,0.0002,-10.6072,0.0377
194,1,1775,330.1682493429522,-42.81854129533422,0.572721078645977,468.7652,0.0036,586.8922,0.0045,20.0364,0.0107,16.8982,0.0006,0.5641,0.0009,0.6417,0.0002,37.8830,0.0347,468.7652,0.0036,586.8922,0.0045,19.6400,0.0067,16.2931,0.0004,0.6829,0.0004,0.6417,0.0002,37.8830,0.0347,468.7652,0.0036,586.8922,0.0045,19.2619,0.0105,16.0516,0.0006,0.7963,0.0008,0.6417,0.0002,37.8830,0.0347,468.7652,0.0036,586.8922,0.0045,18.8525,0.0180,15.8928,0.0011,0.9191,0.0016,0.6417,0.0002,37.8830,0.0347
196,3,4445,332.1321567400203,-57.28301894705007,0.713854832077732,708.8938,0.0024,511.0407,0.0049,28.4863,0.0219,16.4690,0.0006,1.2792,0.0013,0.4354,0.0001,-21.1630,0.0176,708.8938,0.0024,511.0407,0.0049,28.2892,0.0175,16.0322,0.0005,1.3820,0.0010,0.4354,0.0001,-21.1630,0.0176,708.8938,0.0024,511.0407,0.0049,28.1013,0.0310,15.8579,0.0010,1.4800,0.0017,0.4354,0.0001,-21.1630,0.0176,708.8938,0.0024,511.0407,0.0049,27.8978,0.0508,15.7427,0.0016,1.5861,0.0029,0.4354,0.0001,-21.1630,0.0176
196,2,4376,332.1291946514334,-57.30171219464453,0.713854832077732,686.3745,0.0041,767.7495,0.0055,7.4447,0.0327,18.7790,0.0029,2.2522,0.0154,0.4289,0.0014,37.1891,0.1130,686.3745,0.0041,767.7495,0.0055,7.0730,0.0207,18.4708,0.0022,2.0618,0.0094,0.4289,0.0014,37.1891,0.1130,686.3745,0.0041,767.7495,0.0055,6.7183,0.0321,18.3210,0.0041,1.8801,0.0139,0.4289,0.0014,37.1891,0.1130,686.3745,0.0041,767.7495,0.0055,6.3343,0.0549,18.3637,0.0068,1.6834,0.0240,0.4289,0.0014,37.1891,0.1130
196,4,4717,332.1453394502563,-57.29395170459528,0.713854832077732,588.9851,0.0009,617.1599,0.0009,3.3591,0.0019,17.2952,0.0003,1.1639,0.0028,0.9308,0.0004,-37.6422,0.2982,588.9851,0.0009,617.1599,0.0009,3.2970,0.0013,17.0378,0.0003,1.3260,0.0021,0.9308,0.0004,-37.6422,0.2982,588.9851,0.0009,617.1599,0.0009,3.2378,0.0020,16.7017,0.0006,1.4807,0.0034,0.9308,0.0004,-37.6422,0.2982,588.9851,0.0009,617.1599,0.0009,3.1737,0.0033,16.7458,0.0008,1.6481,0.0057,0.9308,0.0004,-37.6422,0.2982
196,1,4211,332.1212838678745,-57.27773774592522,0.713854832077732,766.8963,0.0073,840.6501,0.0114,19.5010,0.0490,17.9858,0.0021,1.0816,0.0040,0.5739,0.0008,28.9396,0.1000,766.8963,0.0073,840.6501,0.0114,19.9518,0.0500,17.5473,0.0022,1.3352,0.0040,0.5739,0.0008,28.9396,0.1000,766.8963,0.0073,840.6501,0.0114,20.3819,0.0920,17.3604,0.0040,1.5772,0.0075,0.5739,0.0008,28.9396,0.1000,766.8963,0.0073,840.6501,0.0114,20.8475,0.1463,17.2527,0.0058,1.8391,0.0119,0.5739,0.0008,28.9396,0.1000
200,1,3647,335.1686388068397,-69.75377147367662,0.518047908889616,461.7845,0.0020,364.5729,0.0015,25.9108,0.1365,17.1824,0.0028,3.3316,0.0141,0.4824,0.0005,64.0801,0.0430,461.7845,0.0020,364.5729,0.0015,34.4457,0.1774,16.3849,0.0024,5.7960,0.0152,0.4824,0.0005,64.0801,0.0430,461.7845,0.0020,364.5729,0.0015,42.5892,0.3347,15.9597,0.0031,8.1473,0.0269,0.4824,0.0005,64.0801,0.0430,461.7845,0.0020,364.5729,0.0015,51.4045,0.5237,15.7503,0.0036,*10.6927*,*0.0419*,0.4824,0.0005,64.0801,0.0430
200,2,3949,335.1910662828128,-69.77166585629166,0.518047908889616,753.7918,0.0038,760.7351,0.0028,14.1017,0.0092,17.5956,0.0007,0.4467,0.0015,0.3362,0.0002,53.3724,0.0163,753.7918,0.0038,760.7351,0.0028,13.4339,0.0059,17.0357,0.0005,0.5890,0.0009,0.3362,0.0002,53.3724,0.0163,753.7918,0.0038,760.7351,0.0028,12.7966,0.0071,16.6687,0.0005,0.7248,0.0012,0.3362,0.0002,53.3724,0.0163,753.7918,0.0038,760.7351,0.0028,12.1068,0.0118,16.5078,0.0009,0.8717,0.0022,0.3362,0.0002,53.3724,0.0163
200,3,4256,335.2127781034815,-69.78165705301994,0.518047908889616,658.3839,0.0025,618.5428,0.0030,10.5356,0.0117,17.7507,0.0011,0.7636,0.0021,0.8122,0.0005,-29.6305,0.1286,658.3839,0.0025,618.5428,0.0030,10.2054,0.0070,16.9918,0.0007,1.1667,0.0013,0.8122,0.0005,-29.6305,0.1286,658.3839,0.0025,618.5428,0.0030,9.8903,0.0111,16.6169,0.0009,1.5514,0.0024,0.8122,0.0005,-29.6305,0.1286,658.3839,0.0025,618.5428,0.0030,9.5492,0.0194,16.4139,0.0016,1.9677,0.0041,0.8122,0.0005,-29.6305,0.1286
200,4,4791,335.2544058053147,-69.80007044442576,0.518047908889616,866.2713,0.0027,1002.6159,0.0025,7.7987,0.0100,17.9245,0.0010,1.0472,0.0030,0.9083,0.0006,-55.8143,0.2793,866.2713,0.0027,1002.6159,0.0025,8.2297,0.0060,17.3487,0.0006,1.0623,0.0017,0.9083,0.0006,-55.8143,0.2793,866.2713,0.0027,1002.6159,0.0025,8.6410,0.0080,17.0902,0.0007,1.0767,0.0020,0.9083,0.0006,-55.8143,0.2793,866.2713,0.0027,1002.6159,0.0025,9.0863,0.0138,16.8785,0.0015,1.0923,0.0035,0.9083,0.0006,-55.8143,0.2793
